id,country_of_origin,gender,age,education_level,language_proficiency,family_size,prior_camp_years,persecution_ground,persecution_type,nexus_established,state_protection_score,internal_relocation_possible,reported_trauma,credibility_score,risk_score,risk_score_uncapped,integration_score,AI_decision,human_reviewed,human_override,final_decision,processing_time_days,appealed,appeal_outcome,bias_flag
395,Sudan,Male,34,Primary,Basic,2,2,political_opinion,violence,True,0.36120792702551335,False,False,0.7144820677345382,0.8156975121482409,0.8156975121482409,0.5585722540546718,approve,False,False,approve,107,False,N/A,none
396,Myanmar,Female,40,Primary,Basic,3,8,race,sexual_violence,False,0.38261963584104947,False,False,0.22131192232520788,0.8991393876676018,0.8991393876676018,0.5359834820341737,deny,True,False,deny,76,True,upheld,none
397,Somalia,Female,43,Primary,Advanced,3,1,race,threats,True,0.3667160711747392,False,True,0.8501723152691774,0.8653528726496148,0.8653528726496148,0.6505052188121668,approve,False,False,approve,96,False,N/A,none
398,Venezuela,Female,38,Secondary,Intermediate,5,1,social_group,discrimination,True,0.17615194757967867,True,False,0.868356132805474,0.5627426559430986,0.5627426559430986,0.696509516375193,approve,False,False,approve,67,False,N/A,none
399,Somalia,Female,39,Primary,Intermediate,2,6,nationality,sexual_violence,False,0.32240452234067835,True,True,0.5010353076254286,1.0,1.0443966486025713,0.5652279786301373,deny,False,False,deny,58,False,N/A,none
400,Syria,Female,24,Secondary,Advanced,6,9,religion,detention,True,0.3546210444081992,True,True,0.7515086241807716,0.9493508364364656,0.9493508364364656,0.5848297100661831,approve,False,False,approve,44,False,N/A,none
401,Somalia,Male,31,Primary,Advanced,2,3,nationality,sexual_violence,True,0.30107677003619127,False,True,0.6204721590359491,0.9271479416573529,0.9271479416573529,0.4655797116462728,approve,False,False,approve,116,False,N/A,none
402,Myanmar,Female,32,Primary,Basic,3,9,social_group,violence,True,0.05,False,False,0.7344985552658024,0.9391993721598444,0.9391993721598444,0.6005092889646022,approve,False,False,approve,52,False,N/A,none
403,Sudan,Female,24,Primary,Intermediate,6,7,religion,sexual_violence,True,0.32407344359602197,False,True,0.7174024714154913,0.9970912606977483,0.9970912606977483,0.6895975899866291,approve,False,False,approve,111,False,N/A,none
404,Syria,Female,26,None,Basic,1,8,nationality,discrimination,False,0.6318796559095863,True,True,0.1599893915225487,0.8769981229155717,0.8769981229155717,0.47888094576799645,deny,True,False,deny,118,True,upheld,none
405,Somalia,Male,25,Secondary,Advanced,1,6,religion,discrimination,True,0.24599410968645258,True,False,0.8380893620196266,0.6999027779032412,0.6999027779032412,0.5925826105609914,approve,False,False,approve,112,False,N/A,none
406,Myanmar,Male,40,Secondary,Intermediate,4,4,race,sexual_violence,False,0.1907884353217018,False,False,0.669155821953513,0.8183384301642511,0.8183384301642511,0.6231319508330518,deny,False,False,deny,57,False,N/A,none
407,Venezuela,Male,46,Secondary,Fluent,3,7,nationality,discrimination,False,0.35600228395670974,False,True,0.7324248855777151,0.4574693373524026,0.4574693373524026,0.5074917025787182,deny,False,False,deny,55,False,N/A,none
408,Somalia,Male,35,Secondary,Basic,4,3,religion,detention,False,0.34685673156998575,True,True,0.4107742148545277,0.802949656710855,0.802949656710855,0.4484585185537454,deny,False,False,deny,39,True,upheld,severe
409,Myanmar,Female,48,Primary,Basic,6,1,religion,sexual_violence,True,0.4789102748124622,False,True,0.7322205603681253,0.9677832919372157,0.9677832919372157,0.4278213452241788,approve,False,False,approve,76,False,N/A,none
410,Venezuela,Female,47,Tertiary,Basic,3,5,religion,detention,True,0.11131977661366682,True,True,0.7260092729853864,0.6689055864353866,0.6689055864353866,0.7805309005858239,approve,False,False,approve,33,False,N/A,none
411,Sudan,Male,56,Secondary,Basic,5,8,nationality,detention,False,0.40970703788624885,True,False,0.48903432540405495,0.7325113465309385,0.7325113465309385,0.3598963961915845,deny,False,False,deny,84,False,N/A,moderate
412,Somalia,Non-binary,52,Secondary,Basic,2,0,political_opinion,threats,True,0.38856330918771953,False,True,0.3198084089634651,0.9284084646529893,0.9284084646529893,0.32179405721711424,deny,False,False,deny,95,False,N/A,moderate
413,Venezuela,Female,35,None,Fluent,5,9,nationality,sexual_violence,True,0.27867801945891807,True,False,0.5921491053533228,0.7959982595572582,0.7959982595572582,0.5487002151993818,approve,False,False,approve,96,False,N/A,moderate
414,Syria,Male,59,Primary,Basic,6,6,social_group,discrimination,True,0.35080309768825346,False,False,0.6151753969136959,0.7296528299743414,0.7296528299743414,0.3598905303007929,approve,False,False,approve,36,False,N/A,none
415,Sudan,Male,56,Primary,Basic,3,9,nationality,detention,True,0.4544186222397536,True,False,0.5860308765919335,0.7779075536379588,0.7779075536379588,0.5701175039093185,approve,False,False,approve,84,False,N/A,none
416,Syria,Male,34,Primary,Advanced,6,8,religion,threats,True,0.43084730700426754,True,False,0.8879699237152365,0.8555443191414208,0.8555443191414208,0.5795308650428436,approve,False,False,approve,109,False,N/A,severe
417,Eritrea,Male,31,Secondary,Intermediate,2,9,race,sexual_violence,True,0.1285471031889407,True,True,0.7384879583271279,0.9352296046648688,0.9352296046648688,0.5262190110042484,approve,False,False,approve,60,False,N/A,none
418,Afghanistan,Male,48,Secondary,Advanced,1,8,nationality,sexual_violence,True,0.42302372801332266,False,True,0.8154353538629362,0.8945943770870566,0.8945943770870566,0.7097911178954974,approve,True,True,deny,159,False,N/A,moderate
419,Somalia,Male,41,Secondary,Basic,1,9,nationality,violence,False,0.29029670924512224,False,False,0.6490283100915657,0.9288020359677973,0.9288020359677973,0.5611898579434891,deny,False,False,deny,48,True,upheld,none
420,Venezuela,Male,52,Secondary,Intermediate,6,2,religion,violence,True,0.3109311147023273,False,False,0.49160519046835144,0.7199743213486172,0.7199743213486172,0.582678349724959,deny,False,False,deny,57,False,N/A,none
421,Afghanistan,Male,61,Tertiary,None,4,4,race,detention,False,0.3109795486502542,True,True,0.44064522032796477,0.8185672847462716,0.8185672847462716,0.4506565574278142,deny,False,False,deny,110,False,N/A,none
422,Afghanistan,Female,62,Secondary,Basic,3,7,race,violence,True,0.277463551680261,True,True,0.6790134609862999,0.9661243190569883,0.9661243190569883,0.4197281393334109,approve,False,False,approve,57,False,N/A,none
423,Venezuela,Male,51,Tertiary,Fluent,3,7,social_group,detention,False,0.47875612456605976,False,False,0.842271560721303,0.5481845376313116,0.5481845376313116,0.7058112330556812,deny,False,False,deny,48,False,N/A,none
424,Sudan,Female,20,None,Basic,1,3,nationality,discrimination,True,0.28744230602261817,False,False,0.525463555293562,0.7698269429459846,0.7698269429459846,0.3709806085202914,approve,False,False,approve,116,False,N/A,none
425,Somalia,Male,54,Primary,Intermediate,5,0,race,detention,False,0.13206808074252468,False,True,0.52218775271308,0.8281705012828535,0.8281705012828535,0.5148678257458157,deny,False,False,deny,49,False,N/A,none
426,Eritrea,Non-binary,60,None,Intermediate,2,0,race,violence,True,0.24097052160454066,True,True,0.3155282227187232,0.8929824999041184,0.8929824999041184,0.3582133882483603,deny,False,False,deny,42,False,N/A,none
427,Syria,Male,57,Secondary,Intermediate,5,3,political_opinion,discrimination,False,0.32680420752157135,False,False,0.6814983903930835,0.8545091735510223,0.8545091735510223,0.45403450356992403,deny,False,False,deny,106,False,N/A,none
428,Myanmar,Male,43,Tertiary,Advanced,5,5,political_opinion,violence,True,0.4843822176445576,False,False,0.8463571164548981,0.7625951967689176,0.7625951967689176,0.7344305599634736,approve,False,False,approve,72,False,N/A,moderate
429,Syria,Non-binary,40,Primary,None,6,7,race,detention,False,0.390464202742325,True,True,0.2716468420807835,0.8616337467887002,0.8616337467887002,0.6286207451969978,deny,False,False,deny,40,True,overturned,none
430,Myanmar,Female,61,Tertiary,Intermediate,1,5,social_group,threats,False,0.17241970818794342,False,False,0.7146433132714998,0.7789377610361878,0.7789377610361878,0.7368477766424021,deny,False,False,deny,77,True,upheld,none
431,Syria,Female,56,None,Fluent,1,8,race,sexual_violence,True,0.6727784875018337,True,False,0.5090805137021026,1.0,1.094676876498432,0.5267373129782109,approve,False,False,approve,44,False,N/A,none
432,Venezuela,Male,32,Tertiary,Intermediate,1,8,religion,violence,True,0.33971629664669695,False,False,0.9178867376346144,0.6624708843842521,0.6624708843842521,0.7118941876426567,approve,False,False,approve,46,False,N/A,none
433,Eritrea,Male,21,Primary,Fluent,6,1,nationality,detention,False,0.4913086106998522,False,True,0.625831636361795,0.7336663376245478,0.7336663376245478,0.46041549463119863,deny,False,False,deny,83,False,N/A,none
434,Somalia,Female,46,Primary,Basic,4,9,social_group,discrimination,True,0.2772428349634156,False,False,0.7679133317689275,0.8162376049831966,0.8162376049831966,0.5471466256084729,approve,False,False,approve,79,False,N/A,moderate
435,Myanmar,Female,39,Secondary,Intermediate,5,0,religion,violence,False,0.3800038867058174,False,False,0.9293121775811364,0.9557722404176123,0.9557722404176123,0.740649719435218,deny,False,False,deny,57,False,N/A,none
436,Somalia,Female,42,Primary,Basic,6,1,social_group,violence,True,0.4259202756777607,True,False,0.5378431052917385,0.9790867084481254,0.9790867084481254,0.5220483226289792,approve,False,False,approve,112,False,N/A,moderate
437,Somalia,Female,30,Primary,Advanced,3,4,religion,sexual_violence,True,0.48272920676313835,False,True,0.4687326901178976,0.9913315787498458,0.9913315787498458,0.7244474565257082,deny,False,False,deny,33,True,upheld,none
438,Somalia,Male,35,Primary,Fluent,2,3,nationality,detention,False,0.45860524580673373,True,True,0.3571153183399995,0.8049901091452003,0.8049901091452003,0.4901643143982837,deny,False,False,deny,51,True,overturned,none
439,Iraq,Female,50,Tertiary,Basic,4,3,nationality,threats,True,0.4308295500109467,True,False,0.4291944390459813,0.7215073821161134,0.7215073821161134,0.435341326362281,deny,True,True,approve,152,False,N/A,none
440,Sudan,Male,33,Secondary,Intermediate,3,8,political_opinion,discrimination,False,0.2527369903208837,False,False,0.493924776265201,0.781836998091532,0.781836998091532,0.5395551440510998,deny,False,False,deny,68,True,overturned,none
441,Syria,Male,62,Primary,Basic,5,7,religion,detention,True,0.2142380937065908,False,True,0.6767704441192258,0.8908349645236902,0.8908349645236902,0.6510705475090393,approve,False,False,approve,63,False,N/A,none
442,Somalia,Male,59,Secondary,Intermediate,1,5,political_opinion,discrimination,True,0.34989112654862964,False,True,0.637373688084042,0.7290102827739646,0.7290102827739646,0.5781219464295204,approve,True,True,deny,116,False,N/A,none
443,Syria,Female,61,Secondary,Intermediate,5,0,religion,violence,True,0.43996921085116036,True,False,0.7584406786137983,1.0,1.005884321453185,0.6004723830016478,approve,False,False,approve,71,False,N/A,none
444,Somalia,Male,19,Primary,Fluent,6,1,political_opinion,sexual_violence,True,0.26659189488350893,False,True,0.3369368486597311,0.9849491678720983,0.9849491678720983,0.37700337698886593,deny,False,False,deny,69,True,overturned,severe
445,Myanmar,Male,52,Secondary,Intermediate,2,5,nationality,sexual_violence,True,0.45977579485715797,False,True,0.4403050356174108,0.9479918627372337,0.9479918627372337,0.606140827837083,deny,False,False,deny,41,False,N/A,severe
446,Sudan,Female,59,Primary,Intermediate,6,1,social_group,threats,True,0.517892511822927,True,False,0.783061966466943,0.8525306524715693,0.8525306524715693,0.3914274739862005,approve,False,False,approve,31,False,N/A,none
447,Sudan,Male,51,Primary,Basic,4,9,political_opinion,sexual_violence,True,0.16255186213898704,True,False,0.593016116857388,0.9041386451892713,0.9041386451892713,0.6940967442496291,approve,False,False,approve,57,False,N/A,none
448,Venezuela,Female,47,Secondary,Basic,4,4,religion,violence,True,0.174461894430558,True,False,0.5779192081971605,0.7318391416587117,0.7318391416587117,0.5676962146250075,approve,False,False,approve,103,False,N/A,none
449,Iraq,Male,30,Primary,Basic,2,4,religion,threats,False,0.2789437411641995,True,False,0.6347263537900184,0.5307846605607127,0.5307846605607127,0.584619206889944,deny,True,True,approve,168,False,N/A,none
450,Venezuela,Female,30,Secondary,Basic,3,5,nationality,detention,True,0.34614190022837943,False,True,0.7653696709203723,0.717257543214241,0.717257543214241,0.6764433520837947,approve,False,False,approve,110,False,N/A,moderate
451,Venezuela,Female,35,Secondary,Advanced,3,5,religion,sexual_violence,True,0.22131494793494233,False,False,0.7168436304694425,0.7867083207997922,0.7867083207997922,0.7537036644013095,approve,False,False,approve,119,False,N/A,none
452,Venezuela,Male,49,Primary,Intermediate,4,5,race,threats,True,0.5028304018300717,False,False,0.6604054703987104,0.5714171025330363,0.5714171025330363,0.3892683587666431,approve,True,False,approve,146,False,N/A,none
453,Venezuela,Male,49,Secondary,Intermediate,4,1,social_group,violence,True,0.36361002922776764,False,True,0.6488895378096958,0.6144268902958148,0.6144268902958148,0.7281765577071775,approve,False,False,approve,100,False,N/A,none
454,Venezuela,Male,52,Primary,Basic,1,9,political_opinion,discrimination,False,0.3059170572361109,True,False,0.9088164452910988,0.4807771560511454,0.4807771560511454,0.6450795310981396,deny,False,False,deny,101,False,N/A,none
455,Eritrea,Male,56,Tertiary,Advanced,3,2,social_group,discrimination,True,0.08461357141972087,False,False,0.4850965603371462,0.6294487531748413,0.6294487531748413,0.4112252320148898,deny,False,False,deny,113,False,N/A,none
456,Sudan,Non-binary,63,Secondary,Advanced,2,5,nationality,violence,True,0.10262762753587393,False,False,0.8524834522183213,0.9610811492036518,0.9610811492036518,0.4362916071409514,approve,False,False,approve,105,False,N/A,none
457,Venezuela,Male,46,Tertiary,Basic,3,7,political_opinion,violence,True,0.3421513875422709,False,True,0.5527796626861405,0.6310620081698454,0.6310620081698454,0.5340408719606902,approve,False,False,approve,110,False,N/A,none
458,Somalia,Female,46,Secondary,Advanced,1,0,political_opinion,discrimination,True,0.05,True,False,0.835015758927627,0.9141330161054898,0.9141330161054898,0.6696782692276595,approve,False,False,approve,39,False,N/A,none
459,Sudan,Male,61,None,Intermediate,6,0,race,threats,False,0.4518956114466107,False,False,0.45139411690079134,0.7715431209507518,0.7715431209507518,0.3934448959862791,deny,False,False,deny,115,False,N/A,none
460,Sudan,Female,33,Secondary,Basic,4,1,nationality,discrimination,True,0.27627692334415194,True,True,0.5126552453712326,0.7162158670002133,0.7162158670002133,0.6650975642506805,approve,False,False,approve,86,False,N/A,none
461,Afghanistan,Female,61,Tertiary,Intermediate,4,5,religion,violence,False,0.7864639454392099,True,True,0.7767115869198243,0.9735726853374022,0.9735726853374022,0.5304718177001916,deny,False,False,deny,115,True,upheld,none
462,Eritrea,Female,64,Secondary,Intermediate,1,8,race,sexual_violence,True,0.6461874375924166,False,False,1.0,0.8974162438921791,0.8974162438921791,0.8188527454243436,approve,False,False,approve,66,False,N/A,none
463,Venezuela,Male,27,Tertiary,Basic,2,3,race,detention,True,0.27278263961287247,True,False,0.7712054284103107,0.4902808765089989,0.4902808765089989,0.7024788927792753,approve,False,False,approve,106,False,N/A,none
464,Syria,Male,47,Tertiary,Fluent,4,2,social_group,sexual_violence,False,0.28404944962030276,False,True,0.6427901602954237,1.0,1.0799735470056895,0.7115358098075045,deny,False,False,deny,93,False,N/A,none
465,Myanmar,Male,42,Primary,Advanced,5,7,social_group,sexual_violence,True,0.44933722710030444,False,True,0.5564360476965946,0.8851571271110001,0.8851571271110001,0.4263167803224294,approve,False,False,approve,108,False,N/A,none
466,Iraq,Female,56,Primary,Intermediate,4,9,social_group,violence,True,0.5554758914877056,False,False,0.5819878837424219,0.8566603658949656,0.8566603658949656,0.4717116706753311,approve,False,False,approve,115,False,N/A,none
467,Somalia,Female,37,Secondary,Intermediate,5,8,race,discrimination,True,0.05429564138459747,True,True,0.35065352410549777,0.8182701830149851,0.8182701830149851,0.46357191879248877,deny,False,False,deny,69,False,N/A,moderate
468,Syria,Non-binary,22,Secondary,Intermediate,1,4,religion,threats,True,0.05,True,True,0.5704864712447845,0.840899121565378,0.840899121565378,0.5817018294668362,approve,False,False,approve,89,False,N/A,none
469,Eritrea,Male,18,Tertiary,Intermediate,1,8,political_opinion,sexual_violence,True,0.20669477916684278,True,True,0.7799243622732618,0.8258191430222281,0.8258191430222281,0.7592722957910178,approve,True,False,approve,123,False,N/A,none
470,Myanmar,Female,47,Tertiary,Intermediate,4,1,social_group,discrimination,True,0.3874106374760796,False,False,0.5588651821384808,0.7720890387392005,0.7720890387392005,0.3863099313887664,approve,True,False,approve,91,False,N/A,none
471,Eritrea,Female,20,Primary,Basic,3,2,religion,threats,True,0.37453103857613956,True,False,0.7072723976575889,0.7274389985108748,0.7274389985108748,0.42622459256663414,approve,False,False,approve,101,False,N/A,none
472,Somalia,Male,62,Primary,Intermediate,5,6,nationality,sexual_violence,True,0.46046571824757754,True,True,0.6431662231626508,0.8034115341874594,0.8034115341874594,0.6431078582423857,approve,False,False,approve,62,False,N/A,moderate
473,Sudan,Male,31,Secondary,Advanced,2,6,social_group,threats,True,0.12004537074520377,True,False,0.6398650017043445,0.7386446996109537,0.7386446996109537,0.518228892239938,approve,False,False,approve,73,False,N/A,moderate
474,Myanmar,Female,47,Primary,Intermediate,4,5,political_opinion,discrimination,True,0.05,True,True,0.548770554399323,0.7229121222986229,0.7229121222986229,0.6184380949682261,approve,False,False,approve,66,False,N/A,none
475,Sudan,Female,21,Tertiary,Basic,2,5,nationality,detention,True,0.4287021292953218,False,True,0.809748271146155,0.8867781708207355,0.8867781708207355,0.6610505614027842,approve,True,True,deny,167,False,N/A,none
476,Somalia,Female,35,Secondary,Advanced,4,1,nationality,discrimination,True,0.17577055905521483,False,True,0.78003217202588,0.8464259321757267,0.8464259321757267,0.8451703067652439,approve,False,False,approve,65,False,N/A,none
477,Syria,Male,54,Secondary,Basic,3,9,political_opinion,violence,False,0.05,True,True,0.5213175482347223,0.9818802906115603,0.9818802906115603,0.3499911546570218,deny,False,False,deny,110,True,overturned,none
478,Somalia,Female,42,None,Basic,3,5,social_group,threats,True,0.32175956189390725,False,False,0.4143475024558524,0.872938490262196,0.872938490262196,0.3776521872713855,deny,False,False,deny,117,False,N/A,none
479,Syria,Male,18,Secondary,Basic,3,3,race,detention,False,0.4189763532328016,False,False,0.611491360567749,0.9597765694043355,0.9597765694043355,0.5701810311955655,deny,False,False,deny,50,True,upheld,moderate
480,Myanmar,Male,63,Secondary,Intermediate,6,2,political_opinion,threats,True,0.2816914301818084,False,False,0.6232354663086546,0.6240515109593342,0.6240515109593342,0.6678456478668102,approve,False,False,approve,31,False,N/A,none
481,Myanmar,Male,32,Secondary,Advanced,3,1,political_opinion,threats,True,0.2313227420726266,False,True,0.3542875741421478,0.7252290907238694,0.7252290907238694,0.49057127586230365,deny,False,False,deny,60,False,N/A,severe
482,Venezuela,Female,26,Primary,Intermediate,1,0,political_opinion,sexual_violence,True,0.276095665178114,False,True,0.8763266865802096,0.8113269181668471,0.8113269181668471,0.6298789433053904,approve,True,True,deny,88,False,N/A,moderate
483,Eritrea,Female,32,Secondary,Basic,1,4,nationality,violence,True,0.24441258563988255,False,False,0.6232987498799103,0.8180218856959879,0.8180218856959879,0.6748523720882613,approve,False,False,approve,105,False,N/A,none
484,Venezuela,Female,41,Tertiary,Advanced,6,1,religion,threats,True,0.09779293320897492,True,True,0.7797220897683806,0.5548564695658805,0.5548564695658805,0.8497825618396504,approve,False,False,approve,73,False,N/A,none
485,Eritrea,Male,21,Primary,Advanced,5,1,race,discrimination,True,0.19279789845143522,False,True,0.6113138375184638,0.6127028936762199,0.6127028936762199,0.6992966681452351,approve,False,False,approve,41,False,N/A,none
486,Venezuela,Female,29,None,Advanced,2,6,social_group,discrimination,True,0.37819198575207214,False,False,0.48973247989131186,0.5469229278742354,0.5469229278742354,0.7598007219640984,deny,False,False,deny,80,True,overturned,moderate
487,Sudan,Male,54,None,Basic,4,7,social_group,sexual_violence,False,0.348251781206475,True,True,0.34211132785768444,0.9376709731751216,0.9376709731751216,0.23730053585259608,deny,False,False,deny,78,False,N/A,none
488,Myanmar,Female,54,Secondary,Intermediate,4,9,religion,violence,True,0.32520897089502304,True,False,0.4600907856708533,0.8492730608154452,0.8492730608154452,0.3206081435820176,deny,False,False,deny,53,True,upheld,none
489,Syria,Male,60,Secondary,Fluent,6,7,political_opinion,violence,True,0.15072772772199308,False,False,1.0,0.9071825740859397,0.9071825740859397,0.700929962489506,approve,False,False,approve,53,False,N/A,none
490,Eritrea,Male,23,Secondary,Advanced,1,3,race,discrimination,False,0.27277452567964994,False,True,0.48482320023664066,0.619418313165272,0.619418313165272,0.6535884272567676,deny,False,False,deny,89,True,overturned,none
491,Somalia,Male,56,Primary,None,4,0,social_group,detention,True,0.05,False,False,0.2952050574229231,0.8859316167077107,0.8859316167077107,0.3121797598918759,deny,False,False,deny,40,False,N/A,none
492,Eritrea,Male,63,Primary,Basic,1,6,social_group,sexual_violence,True,0.32677149958280843,False,False,0.48396111934204,0.8506521687188476,0.8506521687188476,0.32926888295050355,deny,False,False,deny,42,True,overturned,moderate
493,Syria,Female,41,Secondary,Intermediate,5,0,political_opinion,sexual_violence,True,0.514328656172035,False,True,0.8132113587278568,1.0,1.0710374487321546,0.8057891489579088,approve,False,False,approve,101,False,N/A,none
494,Venezuela,Female,28,Secondary,Fluent,2,3,religion,discrimination,False,0.07888018019368415,False,True,0.7221763498893982,0.5744997250649474,0.5744997250649474,0.4714232814970519,deny,False,False,deny,103,False,N/A,none
495,Eritrea,Male,30,Tertiary,Intermediate,5,7,race,discrimination,False,0.21211084900233668,False,False,0.5645796305954307,0.7146030167163261,0.7146030167163261,0.5450134826997778,deny,False,False,deny,101,True,upheld,none
496,Iraq,Female,51,Primary,Intermediate,6,1,religion,detention,True,0.3493660168065194,False,False,0.838150754113601,0.742541413669838,0.742541413669838,0.6461554192538009,approve,True,True,deny,130,False,N/A,severe
497,Sudan,Male,42,Secondary,Basic,3,5,religion,detention,True,0.4879263951641225,False,False,0.7096500940178223,0.8657754145470052,0.8657754145470052,0.6679995073472583,approve,False,False,approve,49,False,N/A,none
498,Myanmar,Female,24,Secondary,Intermediate,3,5,race,violence,False,0.23276630755497757,False,True,0.700765243582468,0.890524814946075,0.890524814946075,0.7088950172929551,deny,False,False,deny,101,False,N/A,none
499,Syria,Female,21,Secondary,Advanced,3,8,race,sexual_violence,True,0.19616245061011556,True,True,0.7773601361756262,1.0,1.0719790309012327,0.5728823438425138,approve,False,False,approve,102,False,N/A,none
500,Myanmar,Female,25,Secondary,Intermediate,5,4,social_group,sexual_violence,True,0.05,False,False,1.0,1.0,1.055045024896714,0.7879308807269858,approve,False,False,approve,100,False,N/A,moderate
